cluster_id,signal_id,source_type,title,published_at,region,source_category,channel,feed_handle
5138,368409,telegram,Война в Персидском заливе заставит Литву разрешить транзит белорусских удобрений? Ранее стало извест…,2026-03-16 09:34:01+00,global,,,
5138,932188,telegram,"Литва просит Трампа ""очистить небо"" – но рискует остаться без зонтикаСпецпосланник США Коул едет к Л…",2026-03-17 18:58:01+00,global,,,
5138,1579030,rss,Лукашенко принял в Минске спецпосланника Трампа Джона Коула,2026-03-19 08:18:00+00,global,russian_state,,interfax
5138,1579045,rss,Лукашенко вновь встретился со спецпосланником США Коулом,2026-03-19 08:57:17+00,global,russian_state,,kommersant
5138,2022527,rss,"СМИ: со спецпредставителем США по Беларуси Коулом встречались Вегеле, Гражулис и Янкунас",2026-03-19 10:09:22+00,global,,,delfi_lt_rus
5138,1612717,rss,"СМИ: со спецпредставителем США по Беларуси Коулом встречались Вегеле, Гражулис и Янкунас",2026-03-19 10:09:22+00,global,baltic_media,,delfi_lt_rus
5138,1612571,rss,Спецпосланник президента США назвал мнение Лукашенко ценным,2026-03-19 11:48:27+00,global,russian_state,,rt_russian
5138,1646715,rss,Коул: ситуация на Ближнем Востоке для США важнее конфликта на Украине,2026-03-19 12:50:18+00,global,russian_state,,rt_russian
5138,1781430,rss,"С белорусских калийных удобрений снимают санкции, а Лукашенко пригласили в США",2026-03-19 20:16:03+00,global,russian_independent,,verstka
5138,1995812,telegram,"🇧🇾🇺🇸Санкции сняты, контакты на новом уровне, мирная инициатива Беларуси высоко оценена в Белом доме🔹…",2026-03-20 09:59:58+00,global,,,
5138,2093806,telegram_channel,"◼️ ПУЛ ПЕРВОГО | ТЕКСТ

▪️Визит Коула, литовские фуры и санкционные парадоксы. Что пишут о Беларуси мировые СМИ?

Каков…",2026-03-21 15:00:10+00,global,,pul_1,
5191,50646,rss,В Литву вернулись более 60% застрявших в Белоруссии грузовиков,2026-03-10 03:20:00+00,global,russian_state,,
5191,53324,rss,В Литву вернулись более 60% застрявших в Белоруссии грузовиков,2026-03-10 05:21:33+00,global,russian_state,,
5191,763697,telegram,"Минск не намерен конфисковывать литовские фуры, заявил премьер Белоруссии""Несмотря на возможность ко…",2026-03-17 09:21:24+00,global,,,
5191,770365,rss,Белоруссия не будет конфисковывать фуры с литовской регистрацией,2026-03-17 09:21:29+00,global,russian_state,,kommersant
5191,864599,telegram,"🇧🇾🇵🇱🇱🇹Пока Тихановская, Латушко и их свита в ЕС занимаются политическим эскортом — выпрашивают новые…",2026-03-17 15:01:05+00,global,,,
5191,1201484,telegram,"Действия Белоруссии по задержанию грузовиков ""неприемлемы и необоснованны"", заявили в ЕврокомиссииВ …",2026-03-18 11:13:01+00,global,,,
5191,2021955,telegram,"❗️Белоруссия вернет Литве задержанные фуры и, возможно, уменьшит счет за их стоянку, заявил Александ…",2026-03-20 11:32:53+00,global,,,
5191,2051679,rss,Linava подтвердила: в понедельник Лукашенко примет решение об освобождении задержанных в Беларуси грузовиков,2026-03-21 04:08:32+00,,,,delfi_lt_rus
5237,1680126,rss,США снимают санкции с двух белорусских банков и Минфина,2026-03-19 15:12:24+00,global,russian_state,,tass_ru
5237,1680397,rss,"США решили снять санкции с «Беларуськалия», двух банков и Минфина Белоруссии",2026-03-19 15:20:40+00,global,russian_state,,kommersant
5237,1715294,rss,Trump envoy announces lifting of US sanctions on Belarusian banks and potash industry,2026-03-19 15:33:00+00,global,ukraine_media,,pravda_en
5237,1680286,rss,"США снимут санкции с ""Беларуськалия"" и двух банков",2026-03-19 15:35:00+00,global,russian_state,,interfax
5237,2022508,rss,"Советник премьера: решения США – это вопрос их национальной политики, позиция Литвы не меняется",2026-03-20 04:22:09+00,global,,,delfi_lt_rus
5237,1917218,rss,"Советник премьера: решения США – это вопрос их национальной политики, позиция Литвы не меняется",2026-03-20 04:22:09+00,global,baltic_media,,delfi_lt_rus
5237,2022501,rss,Санкции США против Беларуси частично сняты: почему Литва считает это угрозой региону,2026-03-20 08:44:00+00,global,,,delfi_lt_rus
5237,1983998,rss,Санкции США против Беларуси частично сняты: почему Литва считает это угрозой региону ,2026-03-20 08:44:00+00,global,baltic_media,,delfi_lt_rus
5237,2017745,rss,"Эфир Delfi: Лукашенко отпустил политзаключенных, США снимают санкции, как в Литве относятся к беларусам?",2026-03-20 10:31:49+00,global,baltic_media,,delfi_lt_rus
5237,2022495,rss,"Эфир Delfi: Лукашенко отпустил политзаключенных, США снимают санкции, как в Литве относятся к беларусам?",2026-03-20 10:31:49+00,global,,,delfi_lt_rus
5237,2011623,telegram,"🇱🇹 Коалиция договаривается с Трампом, оппозиция — кусает локтиСША сняли санкции с «Беларуськалия», б…",2026-03-20 10:59:58+00,global,,,
5237,2041146,rss,"МИД: несмотря на решения США, Литва продолжает эффективно применять санкции против Беларуси",2026-03-20 14:36:11+00,global,,,delfi_lt_rus
5264,68098,rss,"Восемь европейских стран призвали запретить въезд в ЕС россиянам, участвовавшим в войне с Украиной",2026-03-13 10:15:45+00,global,estonian_media,,
5264,187857,rss,Страны ЕС требуют от Еврокомиссии мер против возможного въезда российских участников боевых действий,2026-03-13 12:00:43+00,global,T2,,delfi_lt_rus
5264,66900,rss,Восемь стран ЕС призвали запретить въезд участникам военной операции на Украине,2026-03-13 12:03:32+00,global,russian_state,,
5264,84105,rss,Восемь стран ЕС призвали запретить въезд участникам военной операции на Украине,2026-03-13 14:03:32+00,global,RU_STATE,,kommersant
5264,68820,rss,"Восемь стран, включая Эстонию, просят ЕС запретить въезд в Шенген военным РФ",2026-03-13 14:40:01+00,global,pro_kremlin,,
5264,1510738,rss,Кристен Михал потребует в Брюсселе единого запрета на въезд для российских комбатантов,2026-03-19 05:34:00+00,global,estonian_media,,err_rus
5264,1546022,rss,Михал в Брюсселе предложит ввести единый запрет на въезд для российских военных,2026-03-19 07:20:29+00,global,russian_language_ee,,tribuna_ee
5264,2038127,rss,Михал в Брюсселе: необходимо сохранять давление и вводить новые санкции против РФ,2026-03-20 12:30:43+00,global,,,tribuna_ee
5268,2039516,telegram_channel,"👀Пишуть, 59 ОШБр щойно збила FPV-дроном ворожий Ка-52 на Покровському напрямку.

$1000 знищили $16 млн…",2026-03-20 11:36:31+00,global,,truexanewsua,
5268,2039577,telegram_channel,"Донеччина. Ворожий Ка-52 догорає на землі після вимушеної посадки, спричиненої влучанням FPV-дрона 59 ОШБр.",2026-03-20 11:37:14+00,global,,lachentyt,
5268,2039789,telegram_channel,"FPV-дрон буквально только что сбил российский Ка-52 на Покровском направлении, — военные

Ждем видео 🔥",2026-03-20 11:38:06+00,global,,uniannet,
5268,2039664,telegram_channel,На Покровському напрямку бійці 59 ОШБр збили FPV-дроном російський Ка-52.,2026-03-20 11:38:16+00,global,,sternenko,
5268,2038689,rss,Russian Ka-52 helicopter downed by Ukrainian drone – video,2026-03-20 11:52:00+00,global,,,pravda_en
5268,2039665,telegram_channel,На Покровському напрямку бійці 59 ОШБр збили FPV-дроном російський Ка-52.,2026-03-20 11:58:20+00,global,,sternenko,
5268,2038521,rss,Ukraine downs Russian Ka-52 helicopter with FPV drone,2026-03-20 12:17:32+00,global,,,defence_blog
5268,2039678,telegram_channel,"💥🔥 У россиян снова минус – вертолет Ка-52 отрицательно взлетел после встречи с добрым дроном

🟢Ка-52 – до…",2026-03-20 12:22:26+00,global,,gerashchenko,
5268,2039416,telegram_channel,"На Покровському напрямку Донеччини українські пілоти збили російський гелікоптер Ка-52 та ліквідували його екіпаж, який…",2026-03-20 12:33:34+00,global,,suspilne_news,
5268,2039446,telegram_channel,Objective control footage shows the Russian Ka-52 burning out in a field.,2026-03-20 12:36:43+00,global,,wartranslated,
5268,2039799,telegram_channel,"Стало известно, каким FPV-дроном был сбит российский Ка-52

Поразить вражеский борт удалось пилотам экипажа ""Балтика""…",2026-03-20 13:41:21+00,global,,uniannet,
5268,2093755,telegram_channel,Reports say a Russian Ka-52 helicopter was likely downed by a 59th Brigade FPV drone on the Pokrovsk front. Awaiting…,2026-03-21 17:30:22+00,global,,wartranslated,
5268,2238318,telegram_channel,"В районе Надеевки Донецкой области ВСУ сбили беспилотником российским вертолет Ка-52, сообщает командующий Силами…",2026-03-22 09:29:02+00,global,,nach_shtabu,
5268,2268545,telegram_channel,A Ukrainian FPV drone hit a Russian occupiers’ logistics vehicle carrying 152mm artillery shells. The crew’s status is…,2026-03-22 12:43:03+00,global,,wartranslated,
5268,2268546,telegram_channel,Ukrainian drone operators’ first reactions as the Ka-52 goes down right after the hit.,2026-03-22 13:13:20+00,global,,wartranslated,
5278,341186,rss,Литва не поддерживает призыв Венгрии снять санкции с российского энергосектора,2026-03-16 08:13:35+00,global,T2,,delfi_lt_rus
5278,937866,rss,«Мы не зависим от российской нефти. Покупать ее — наш выбор» — глава МИД Венгрии,2026-03-17 17:20:00+00,global,baltic_media,,lsm_rus
5278,950167,telegram,"🇭🇺🇱🇹 Нефть, суверенитет и «дудка Зеленского»: спор Будапешта и ВильнюсаНа фоне роста цен на нефть пр…",2026-03-17 20:03:33+00,global,,,
5278,1950264,rss,"Орбан заявил, что Европа не выживет без нефти из России",2026-03-20 07:23:40+00,global,russian_state,,rt_russian
5278,2022601,rss,"«Просто безумные»: Орбан заявил, что Европа не выживет без российской нефти",2026-03-20 11:40:14+00,global,,,mke_ee
5278,2017578,rss,"«Просто безумные»: Орбан заявил, что Европа не выживет без российской нефти",2026-03-20 11:40:14+00,global,russian_language_ee,,mke_ee
5328,53049,rss,Politico: ЕС нашёл способ предоставить кредит Киеву в обход Венгрии и Словакии,2026-03-11 04:29:56+00,global,russian_state,,
5328,789284,telegram,#Rahvahääl Andrei ZarenkovVon der Leyeni ja Kallase selja taga jagavad paljud Euroopa juhid salaja t…,2026-03-17 10:36:58+00,global,,,
5328,1545057,rss,Politico: Евросоюз готовит меры против Венгрии за отказ одобрить кредит Киеву,2026-03-19 07:04:37+00,global,russian_state,,rt_russian
5328,2046699,rss,"Эфир Delfi с Михаилом Подоляком: Кризис в Раде, кредит под вопросом, угрозы Ирана, зреет фронда против Путина?",2026-03-19 09:56:12+00,"lithuania,baltic",,,delfi_lt_rus
5328,1612718,rss,"Эфир Delfi с Михаилом Подоляком: Кризис в Раде, кредит под вопросом, угрозы Ирана, зреет фронда против Путина?",2026-03-19 09:56:12+00,global,baltic_media,,delfi_lt_rus
5328,2022528,rss,"Эфир Delfi с Михаилом Подоляком: Кризис в Раде, кредит под вопросом, угрозы Ирана, зреет фронда против Путина?",2026-03-19 09:56:12+00,global,,,delfi_lt_rus
5328,1679739,rss,Du ES šalių vadovai priešinasi 90 mlrd. eurų paskolai Ukrainai,2026-03-19 14:08:02+00,global,baltic_media,,15min_lt
5328,1692539,telegram,"Киев сам виновен в том, что не получит кредит на 90 млрд евроЗеленский пообещал Европе отремонтирова…",2026-03-19 16:25:01+00,global,,,
5328,1815812,rss,Кристерссон: лидеры ЕС раскритиковали Орбана из-за Украины,2026-03-19 22:46:59+00,global,russian_state,,rt_russian
5328,1962169,telegram,"🇪🇺 Орбан ставит палки в колёса, но Брюссель клянётся, что деньги доедутВ Брюсселе отгремел саммит. К…",2026-03-20 07:59:58+00,global,,,
5328,2039838,telegram_channel,"Европа предоставит Украине обещанный кредит в €90 млрд, несмотря на блокировку со стороны Венгрии, — Урсула фон дер…",2026-03-20 09:12:02+00,global,,nach_shtabu,
5328,2040034,telegram_channel,"📝Не прогнулся📝
Орбан не снял вето на деньги для т.н. Украины

Выражение «маленькая, но гордая страна» редко…",2026-03-20 10:46:36+00,global,,rybar,
5328,2040075,telegram_channel,Евросоюз в ближайшие недели предпримет все возможные меры (в том числе и подрывные) для обеспечения поражения Орбана на…,2026-03-20 14:37:01+00,global,,colonel_cassad,
5328,2093582,telegram_channel,"""Конфетно-букетный период"" между Украиной и ЕС закончился. Но говорить о разводе пока рано, — The Economist

▪️Даже в…",2026-03-21 13:28:10+00,global,,insider_ua,
5328,2233011,rss,"Лидеры ЕС попали в ловушку Орбана и повысили его шансы на победу на выборах, — Politico",2026-03-22 09:15:01+00,global,,,mke_ee
5340,1612073,rss,JAV pasiuntinys Minske susitinka su Aliaksandru Lukašenka dėl politinių kalinių paleidimo,2026-03-19 09:50:08+00,global,baltic_media,,15min_lt
5340,1646879,rss,США анонсировали подготовку к официальному визиту Лукашенко,2026-03-19 12:03:31+00,global,russian_state,,kommersant
5340,1624755,telegram,❗️Спецпосланник США Джон Коул сообщил о подготовке возможного визита Президента Белоруссии Александр…,2026-03-19 12:07:42+00,global,,,
5340,1624757,telegram,❗️Переговоры Александра Лукашенко со американской делегацией завершились🔹Президент Белоруссии сообщи…,2026-03-19 12:17:22+00,global,,,
5340,1680429,rss,В Белоруссии освободили политзаключенных Эдуарда Пальчиса и Настю Лойко,2026-03-19 14:46:11+00,global,russian_state,,kommersant
5340,1680225,rss,Коул надеется в следующий раз прилететь в Минск прямым рейсом,2026-03-19 14:49:45+00,global,russian_state,,tass_ru
5340,2136874,rss,США решили снять санкции с Минфина Беларуси,2026-03-19 15:49:35+00,global,,,holod_media
5340,1950742,rss,В Вашингтоне надеются на освобождение до конца года всех осужденных в Белоруссии за экстремизм,2026-03-20 06:30:00+00,global,russian_state,,interfax
5343,1342298,rss,Американская компания откроет в Эстонии центр обслуживания систем HIMARS,2026-03-18 18:48:00+00,global,estonian_media,,err_rus
5343,2022212,rss,Lockheed Martin rajab Eestisse HIMARSi relvasüsteemide hoolduskeskuse,2026-03-18 18:49:16+00,global,,,est_mod
5343,1342570,rss,Lockheed Martin rajab Eestisse HIMARSi relvasüsteemide hoolduskeskuse,2026-03-18 18:49:16+00,global,government,,est_mod
5343,1342231,rss,Американская компания создаст в Эстонии центр по обслуживанию систем вооружения для стран Балтии,2026-03-18 19:11:27+00,global,estonian_media,,postimees_rus
5343,1377038,rss,Lockheed Martin построит в Эстонии центр обслуживания РСЗО HIMARS,2026-03-18 20:47:00+00,global,russian_state,,interfax
5343,2023119,rss,US defense giant Lockheed Martin to open HIMARS maintenance center in Estonia,2026-03-19 04:35:00+00,global,,,err_en
5343,1510739,rss,"""Сигнал для противника"": эксперт объяснил значимость прихода Lockheed Martin в Эстонию",2026-03-19 05:23:00+00,global,estonian_media,,err_rus
5343,2023116,rss,Defense sector leader: Lockheed Martin move takes Estonia's capabilities to next level,2026-03-19 07:07:00+00,global,,,err_en
5343,1545399,rss,Defense sector leader: Lockheed Martin move takes Estonia's capabilities to next level,2026-03-19 07:07:00+00,global,estonian_media,,err_en
5343,2022211,rss,Lockheed Martin to establish HIMARS sustainment centre in Estonia,2026-03-19 10:14:28+00,global,,,est_mod
5343,1612201,rss,Lockheed Martin to establish HIMARS sustainment centre in Estonia,2026-03-19 10:14:28+00,global,government,,est_mod
5343,1612311,rss,HIMARS maintenance center to open in Estonia,2026-03-19 11:49:43+00,global,baltic_media,,bnn
5343,1718547,telegram,Lockheed Martin построит центр техобслуживания для HIMARS в ЭстонииТакое соглашение было достигнуто …,2026-03-19 17:38:01+00,global,,,
5343,2022619,rss,Американская компания откроет в Эстонии центр обслуживания ракетных систем HIMARS,2026-03-20 06:15:19+00,global,,,tribuna_ee
5343,1950214,rss,Американская компания откроет в Эстонии центр обслуживания ракетных систем HIMARS,2026-03-20 06:15:19+00,global,russian_language_ee,,tribuna_ee
5419,1612844,rss,Таможня РФ задержала на границе с Эстонией экстремистские книги на финском языке,2026-03-19 10:35:07+00,global,russian_state,,tass_ru
5419,1681594,rss,На границе в Ивангороде было пресечено незаконное перемещение экстремистских изданий,2026-03-19 15:44:00+00,global,estonian_media,,err_rus
5448,187848,rss,МИД: в настоящее время в регионе Ближнего Востока находятся 650 литовцев,2026-03-13 15:53:55+00,global,T2,,delfi_lt_rus
5448,375106,rss,Глава МИД Литвы о ситуации на Ближнем Востоке: одно из дальнейших действий – санкции,2026-03-16 09:13:00+00,global,T2,,delfi_lt_rus
5448,836343,rss,Литва не будет отправлять войска на Ближний Восток,2026-03-17 12:32:00+00,global,russian_state,,interfax
5448,1679961,rss,Президент Литвы: на фоне обострения конфликта на Ближнем Востоке нельзя забывать о войне в Украине,2026-03-19 13:55:38+00,global,baltic_media,,delfi_lt_rus
5448,2022515,rss,Президент Литвы: на фоне обострения конфликта на Ближнем Востоке нельзя забывать о войне в Украине,2026-03-19 13:55:38+00,global,,,delfi_lt_rus
5448,1679960,rss,МИД: на Ближнем Востоке находятся до 600 граждан Литвы,2026-03-19 14:09:44+00,global,baltic_media,,delfi_lt_rus
5448,2022514,rss,МИД: на Ближнем Востоке находятся до 600 граждан Литвы,2026-03-19 14:09:44+00,global,,,delfi_lt_rus
5461,770337,rss,Poland deploys MiG-29 fighters to intercept Russian Il-20,2026-03-17 08:09:28+00,global,defense_osint,,defence_blog
5461,2023108,rss,Russian fighter jet breaches Estonia's airspace,2026-03-19 10:47:00+00,global,,,err_en
5461,1613375,rss,Russian fighter jet breaches Estonia's airspace,2026-03-19 10:47:00+00,global,estonian_media,,err_en
5461,1612124,rss,Российский истребитель нарушил воздушное пространство Эстонии,2026-03-19 10:52:00+00,global,estonian_media,,err_rus
5461,1612021,rss,Российский истребитель нарушил воздушное пространство Эстонии,2026-03-19 11:00:00+00,global,estonian_media,,postimees_rus
5461,1612958,rss,Эстония заявила о нарушении российским истребителем ее воздушного пространства,2026-03-19 11:02:00+00,global,russian_state,,interfax
5461,1612911,rss,МИД Эстонии обвинил Россию в нарушении воздушного пространства,2026-03-19 11:08:08+00,global,russian_state,,kommersant
5461,1612654,rss,Дипломата РФ вызвали в МИД Эстонии,2026-03-19 11:20:40+00,global,russian_state,,tass_ru
5461,1612545,rss,Истребитель РФ нарушил воздушное пространство Эстонии,2026-03-19 11:30:56+00,global,russian_language_ee,,tribuna_ee
5461,1616835,telegram,МИД Эстонии обвинил российский истребитель в нарушении воздушного пространстваТакие заявления со сто…,2026-03-19 11:38:04+00,global,,,
5461,1647881,rss,Российский истребитель нарушил воздушное пространство Эстонии,2026-03-19 12:19:44+00,global,russian_language_ee,,mke_ee
