hour,source_type,signal_count
2026-03-11 11:00:00+00,milwatch,1
2026-03-11 11:00:00+00,rss,16
2026-03-11 11:00:00+00,rss_security,1
2026-03-11 11:00:00+00,telegram,1
2026-03-11 12:00:00+00,ais,12
2026-03-11 12:00:00+00,balloon,2
2026-03-11 12:00:00+00,gpsjam,12
2026-03-11 12:00:00+00,milwatch,10
2026-03-11 12:00:00+00,rss,35
2026-03-11 12:00:00+00,rss_security,6
2026-03-11 12:00:00+00,ru_legislation,1
2026-03-11 12:00:00+00,telegram,12
2026-03-11 12:00:00+00,youtube,2
2026-03-11 13:00:00+00,ais,12
2026-03-11 13:00:00+00,balloon,1
2026-03-11 13:00:00+00,defense_rss,8
2026-03-11 13:00:00+00,gdelt,1
2026-03-11 13:00:00+00,milwatch,8
2026-03-11 13:00:00+00,rss,29
2026-03-11 13:00:00+00,rss_security,19
2026-03-11 13:00:00+00,telegram,4
2026-03-11 13:00:00+00,youtube,2
2026-03-11 14:00:00+00,adsb,1
2026-03-11 14:00:00+00,ais,13
2026-03-11 14:00:00+00,business,1
2026-03-11 14:00:00+00,defense_rss,5
2026-03-11 14:00:00+00,milwatch,10
2026-03-11 14:00:00+00,rss,29
2026-03-11 14:00:00+00,rss_security,17
2026-03-11 14:00:00+00,telegram,5
2026-03-11 15:00:00+00,adsb,3
2026-03-11 15:00:00+00,ais,13
2026-03-11 15:00:00+00,milwatch,9
2026-03-11 15:00:00+00,rss,22
2026-03-11 15:00:00+00,rss_security,3
2026-03-11 15:00:00+00,telegram,3
2026-03-11 15:00:00+00,youtube,1
2026-03-11 16:00:00+00,ais,12
2026-03-11 16:00:00+00,business,2
2026-03-11 16:00:00+00,milwatch,4
2026-03-11 16:00:00+00,rss,15
2026-03-11 16:00:00+00,rss_security,2
2026-03-11 16:00:00+00,telegram,16
2026-03-11 17:00:00+00,ais,12
2026-03-11 17:00:00+00,milwatch,7
2026-03-11 17:00:00+00,rss,17
2026-03-11 17:00:00+00,rss_security,6
2026-03-11 17:00:00+00,telegram,8
2026-03-11 18:00:00+00,ais,12
2026-03-11 18:00:00+00,milwatch,4
2026-03-11 18:00:00+00,rss,5
2026-03-11 18:00:00+00,rss_security,1
2026-03-11 18:00:00+00,telegram,6
2026-03-11 19:00:00+00,ais,13
2026-03-11 19:00:00+00,defense_rss,1
2026-03-11 19:00:00+00,milwatch,4
2026-03-11 19:00:00+00,rss,4
2026-03-11 19:00:00+00,rss_security,2
2026-03-11 19:00:00+00,telegram,4
2026-03-11 20:00:00+00,ais,12
2026-03-11 20:00:00+00,defense_rss,1
2026-03-11 20:00:00+00,milwatch,2
2026-03-11 20:00:00+00,rss,3
2026-03-11 20:00:00+00,rss_security,4
2026-03-11 20:00:00+00,telegram,5
2026-03-11 21:00:00+00,ais,12
2026-03-11 21:00:00+00,milwatch,3
2026-03-11 21:00:00+00,rss,4
2026-03-11 21:00:00+00,rss_security,2
2026-03-11 22:00:00+00,ais,13
2026-03-11 22:00:00+00,milwatch,1
2026-03-11 22:00:00+00,rss,4
2026-03-11 22:00:00+00,rss_security,1
2026-03-11 23:00:00+00,ais,13
2026-03-11 23:00:00+00,firms,4
2026-03-11 23:00:00+00,gdelt,1
2026-03-11 23:00:00+00,milwatch,1
2026-03-11 23:00:00+00,rss,10
2026-03-11 23:00:00+00,rss_security,1
2026-03-12 00:00:00+00,ais,12
2026-03-12 00:00:00+00,balloon,11
2026-03-12 00:00:00+00,gdelt,2
2026-03-12 00:00:00+00,milwatch,28
2026-03-12 00:00:00+00,osint_perplexity,2
2026-03-12 00:00:00+00,rss,16
2026-03-12 00:00:00+00,rss_security,2
2026-03-12 01:00:00+00,ais,17
2026-03-12 01:00:00+00,milwatch,1
2026-03-12 01:00:00+00,rss,18
2026-03-12 01:00:00+00,rss_security,1
2026-03-12 02:00:00+00,ais,13
2026-03-12 02:00:00+00,milwatch,3
2026-03-12 02:00:00+00,rss,39
2026-03-12 03:00:00+00,ais,14
2026-03-12 03:00:00+00,firms,2
2026-03-12 03:00:00+00,milwatch,3
2026-03-12 03:00:00+00,rss,109
2026-03-12 03:00:00+00,rss_security,1
2026-03-12 04:00:00+00,ais,13
2026-03-12 04:00:00+00,milwatch,3
2026-03-12 04:00:00+00,rss,71
2026-03-12 04:00:00+00,rss_security,2
2026-03-12 05:00:00+00,ais,14
2026-03-12 05:00:00+00,business,3
2026-03-12 05:00:00+00,firms,2
2026-03-12 05:00:00+00,milwatch,4
2026-03-12 05:00:00+00,rss,33
2026-03-12 05:00:00+00,rss_security,3
2026-03-12 05:00:00+00,telegram,2
2026-03-12 06:00:00+00,ais,13
2026-03-12 06:00:00+00,balloon,1
2026-03-12 06:00:00+00,business,1
2026-03-12 06:00:00+00,energy,2
2026-03-12 06:00:00+00,milwatch,4
2026-03-12 06:00:00+00,rss,29
2026-03-12 06:00:00+00,rss_security,2
2026-03-12 06:00:00+00,ru_legislation,1
2026-03-12 06:00:00+00,telegram,7
2026-03-12 07:00:00+00,ais,12
2026-03-12 07:00:00+00,balloon,1
2026-03-12 07:00:00+00,business,2
2026-03-12 07:00:00+00,milwatch,4
2026-03-12 07:00:00+00,rss,37
2026-03-12 07:00:00+00,rss_security,5
2026-03-12 07:00:00+00,telegram,5
2026-03-12 08:00:00+00,ais,12
2026-03-12 08:00:00+00,business,3
2026-03-12 08:00:00+00,milwatch,3
2026-03-12 08:00:00+00,rss,38
2026-03-12 08:00:00+00,rss_security,5
2026-03-12 08:00:00+00,telegram,9
2026-03-12 09:00:00+00,ais,12
2026-03-12 09:00:00+00,balloon,1
2026-03-12 09:00:00+00,business,1
2026-03-12 09:00:00+00,milwatch,5
2026-03-12 09:00:00+00,rss,31
2026-03-12 09:00:00+00,rss_security,4
2026-03-12 09:00:00+00,telegram,4
2026-03-12 10:00:00+00,adsb,1
2026-03-12 10:00:00+00,ais,13
2026-03-12 10:00:00+00,business,6
2026-03-12 10:00:00+00,defense_rss,1
2026-03-12 10:00:00+00,firms,13
2026-03-12 10:00:00+00,milwatch,3
2026-03-12 10:00:00+00,rss,52
2026-03-12 10:00:00+00,rss_security,5
2026-03-12 10:00:00+00,telegram,4
2026-03-12 11:00:00+00,ais,15
2026-03-12 11:00:00+00,balloon,1
2026-03-12 11:00:00+00,defense_rss,1
2026-03-12 11:00:00+00,milwatch,3
2026-03-12 11:00:00+00,rss,42
2026-03-12 11:00:00+00,rss_security,7
2026-03-12 11:00:00+00,telegram,14
2026-03-12 12:00:00+00,ais,14
2026-03-12 12:00:00+00,balloon,4
2026-03-12 12:00:00+00,gpsjam,12
2026-03-12 12:00:00+00,milwatch,10
2026-03-12 12:00:00+00,rss,34
2026-03-12 12:00:00+00,rss_security,1
2026-03-12 12:00:00+00,telegram,4
2026-03-12 13:00:00+00,ais,13
2026-03-12 13:00:00+00,balloon,1
2026-03-12 13:00:00+00,business,2
2026-03-12 13:00:00+00,defense_rss,1
2026-03-12 13:00:00+00,milwatch,13
2026-03-12 13:00:00+00,rss,29
2026-03-12 13:00:00+00,rss_security,5
2026-03-12 13:00:00+00,telegram,7
2026-03-12 13:00:00+00,youtube,5
2026-03-12 14:00:00+00,ais,15
2026-03-12 14:00:00+00,business,1
2026-03-12 14:00:00+00,defense_rss,2
2026-03-12 14:00:00+00,gdelt,1
2026-03-12 14:00:00+00,milwatch,9
2026-03-12 14:00:00+00,rss,33
2026-03-12 14:00:00+00,rss_security,10
2026-03-12 14:00:00+00,telegram,6
2026-03-12 15:00:00+00,ais,13
2026-03-12 15:00:00+00,defense_rss,1
2026-03-12 15:00:00+00,milwatch,6
2026-03-12 15:00:00+00,rss,28
2026-03-12 15:00:00+00,rss_security,3
2026-03-12 15:00:00+00,telegram,11
2026-03-12 15:00:00+00,youtube,1
2026-03-12 16:00:00+00,ais,15
2026-03-12 16:00:00+00,business,2
2026-03-12 16:00:00+00,milwatch,5
2026-03-12 16:00:00+00,rss,35
2026-03-12 16:00:00+00,rss_security,5
2026-03-12 16:00:00+00,telegram,6
2026-03-12 17:00:00+00,ais,12
2026-03-12 17:00:00+00,defense_rss,2
2026-03-12 17:00:00+00,milwatch,4
2026-03-12 17:00:00+00,rss,82
2026-03-12 17:00:00+00,rss_security,9
2026-03-12 17:00:00+00,telegram,13
2026-03-12 18:00:00+00,ais,14
2026-03-12 18:00:00+00,business,1
2026-03-12 18:00:00+00,defense_rss,1
2026-03-12 18:00:00+00,milwatch,7
2026-03-12 18:00:00+00,rss,58
2026-03-12 18:00:00+00,rss_security,4
2026-03-12 18:00:00+00,telegram,5
2026-03-12 19:00:00+00,ais,14
2026-03-12 19:00:00+00,business,1
2026-03-12 19:00:00+00,defense_rss,1
2026-03-12 19:00:00+00,milwatch,5
2026-03-12 19:00:00+00,rss,49
2026-03-12 19:00:00+00,rss_security,1
2026-03-12 19:00:00+00,telegram,2
2026-03-12 20:00:00+00,ais,12
2026-03-12 20:00:00+00,business,2
2026-03-12 20:00:00+00,defense_rss,2
2026-03-12 20:00:00+00,milwatch,1
2026-03-12 20:00:00+00,rss,33
2026-03-12 20:00:00+00,rss_security,5
2026-03-12 20:00:00+00,telegram,2
2026-03-12 21:00:00+00,ais,12
2026-03-12 21:00:00+00,defense_rss,1
2026-03-12 21:00:00+00,milwatch,2
2026-03-12 21:00:00+00,rss,17
2026-03-12 21:00:00+00,rss_security,7
2026-03-12 22:00:00+00,ais,12
2026-03-12 22:00:00+00,embassy,1
2026-03-12 22:00:00+00,energy,1
2026-03-12 22:00:00+00,firms,1
2026-03-12 22:00:00+00,milwatch,2
2026-03-12 22:00:00+00,osint_milbase,3
2026-03-12 22:00:00+00,osint_perplexity,9
2026-03-12 22:00:00+00,rss,10
2026-03-12 22:00:00+00,rss_security,1
2026-03-12 23:00:00+00,ais,12
2026-03-12 23:00:00+00,balloon,2
2026-03-12 23:00:00+00,gdelt,27
2026-03-12 23:00:00+00,milwatch,1
2026-03-12 23:00:00+00,rss,8
2026-03-13 00:00:00+00,ais,12
2026-03-13 00:00:00+00,balloon,13
2026-03-13 00:00:00+00,milwatch,31
2026-03-13 00:00:00+00,osint_perplexity,2
2026-03-13 00:00:00+00,rss,19
2026-03-13 00:00:00+00,rss_security,2
2026-03-13 01:00:00+00,ais,15
2026-03-13 01:00:00+00,milwatch,1
2026-03-13 01:00:00+00,rss,22
2026-03-13 02:00:00+00,ais,12
2026-03-13 02:00:00+00,gdelt,1
2026-03-13 02:00:00+00,milwatch,9
2026-03-13 02:00:00+00,rss,41
2026-03-13 03:00:00+00,ais,12
2026-03-13 03:00:00+00,firms,1
2026-03-13 03:00:00+00,gdelt,7
2026-03-13 03:00:00+00,milwatch,4
2026-03-13 03:00:00+00,rss,59
2026-03-13 03:00:00+00,rss_security,1
2026-03-13 04:00:00+00,ais,13
2026-03-13 04:00:00+00,milwatch,1
2026-03-13 04:00:00+00,osint_milbase,1
2026-03-13 04:00:00+00,rss,58
2026-03-13 04:00:00+00,rss_security,4
2026-03-13 04:00:00+00,ru_legislation,1
2026-03-13 05:00:00+00,ais,12
2026-03-13 05:00:00+00,milwatch,3
2026-03-13 05:00:00+00,osint_perplexity,3
2026-03-13 05:00:00+00,rss,51
2026-03-13 05:00:00+00,rss_security,2
2026-03-13 05:00:00+00,telegram,2
2026-03-13 05:00:00+00,telegram_channel,1
2026-03-13 06:00:00+00,ais,12
2026-03-13 06:00:00+00,balloon,1
2026-03-13 06:00:00+00,energy,2
2026-03-13 06:00:00+00,milwatch,2
2026-03-13 06:00:00+00,rss,51
2026-03-13 06:00:00+00,rss_security,1
2026-03-13 06:00:00+00,telegram,4
2026-03-13 07:00:00+00,ais,13
2026-03-13 07:00:00+00,balloon,4
2026-03-13 07:00:00+00,milwatch,11
2026-03-13 07:00:00+00,rss,67
2026-03-13 07:00:00+00,rss_security,7
2026-03-13 07:00:00+00,telegram,7
2026-03-13 07:00:00+00,telegram_channel,1
2026-03-13 08:00:00+00,ais,15
2026-03-13 08:00:00+00,business,2
2026-03-13 08:00:00+00,firms,1
2026-03-13 08:00:00+00,milwatch,11
2026-03-13 08:00:00+00,rss,185
2026-03-13 08:00:00+00,rss_security,5
2026-03-13 08:00:00+00,telegram,9
2026-03-13 09:00:00+00,ais,12
2026-03-13 09:00:00+00,milwatch,20
2026-03-13 09:00:00+00,rss,128
2026-03-13 09:00:00+00,rss_security,3
2026-03-13 09:00:00+00,telegram,17
2026-03-13 09:00:00+00,youtube,2
2026-03-13 10:00:00+00,adsb,2
2026-03-13 10:00:00+00,ais,14
2026-03-13 10:00:00+00,business,1
2026-03-13 10:00:00+00,firms,4
2026-03-13 10:00:00+00,milwatch,8
2026-03-13 10:00:00+00,rss,88
2026-03-13 10:00:00+00,rss_security,1
2026-03-13 10:00:00+00,telegram,4
2026-03-13 10:00:00+00,youtube,3
2026-03-13 11:00:00+00,adsb,1
2026-03-13 11:00:00+00,ais,13
2026-03-13 11:00:00+00,energy,1
2026-03-13 11:00:00+00,firms,1
2026-03-13 11:00:00+00,gdelt,1
2026-03-13 11:00:00+00,milwatch,7
2026-03-13 11:00:00+00,osint_perplexity,2
2026-03-13 11:00:00+00,rss,202
2026-03-13 11:00:00+00,rss_security,6
2026-03-13 11:00:00+00,telegram,6
2026-03-13 11:00:00+00,youtube,4
2026-03-13 12:00:00+00,ais,14
2026-03-13 12:00:00+00,balloon,2
2026-03-13 12:00:00+00,business,2
2026-03-13 12:00:00+00,defense_rss,1
2026-03-13 12:00:00+00,milwatch,7
2026-03-13 12:00:00+00,osint_perplexity,1
2026-03-13 12:00:00+00,rss,107
2026-03-13 12:00:00+00,rss_security,8
2026-03-13 12:00:00+00,telegram,8
2026-03-13 13:00:00+00,ais,13
2026-03-13 13:00:00+00,milwatch,12
2026-03-13 13:00:00+00,rss,61
2026-03-13 13:00:00+00,rss_security,2
2026-03-13 13:00:00+00,ru_legislation,1
2026-03-13 13:00:00+00,telegram,5
2026-03-13 14:00:00+00,ais,13
2026-03-13 14:00:00+00,balloon,1
2026-03-13 14:00:00+00,business,2
2026-03-13 14:00:00+00,defense_rss,3
2026-03-13 14:00:00+00,energy,1
2026-03-13 14:00:00+00,milwatch,6
2026-03-13 14:00:00+00,rss,140
2026-03-13 14:00:00+00,rss_security,13
2026-03-13 14:00:00+00,ru_legislation,2
2026-03-13 14:00:00+00,telegram,4
2026-03-13 14:00:00+00,youtube,1
2026-03-13 15:00:00+00,ais,12
2026-03-13 15:00:00+00,gdelt,5
2026-03-13 15:00:00+00,milwatch,13
2026-03-13 15:00:00+00,rss,97
2026-03-13 15:00:00+00,rss_security,7
2026-03-13 15:00:00+00,telegram,3
2026-03-13 16:00:00+00,ais,12
2026-03-13 16:00:00+00,business,2
2026-03-13 16:00:00+00,milwatch,6
2026-03-13 16:00:00+00,rss,73
2026-03-13 16:00:00+00,rss_security,3
2026-03-13 16:00:00+00,telegram,7
2026-03-13 17:00:00+00,ais,14
2026-03-13 17:00:00+00,milwatch,6
2026-03-13 17:00:00+00,osint_perplexity,7
2026-03-13 17:00:00+00,rss,39
2026-03-13 17:00:00+00,rss_security,3
2026-03-13 17:00:00+00,telegram,6
2026-03-13 18:00:00+00,ais,12
2026-03-13 18:00:00+00,energy,1
2026-03-13 18:00:00+00,milwatch,4
2026-03-13 18:00:00+00,rss,27
2026-03-13 18:00:00+00,rss_security,5
2026-03-13 18:00:00+00,stats,4
2026-03-13 18:00:00+00,telegram,12
2026-03-13 19:00:00+00,ais,12
2026-03-13 19:00:00+00,balloon,1
2026-03-13 19:00:00+00,business,1
2026-03-13 19:00:00+00,defense_rss,2
2026-03-13 19:00:00+00,milwatch,4
2026-03-13 19:00:00+00,rss,41
2026-03-13 19:00:00+00,rss_security,4
2026-03-13 19:00:00+00,telegram,1
2026-03-13 19:00:00+00,telegram_channel,1
2026-03-13 20:00:00+00,ais,13
2026-03-13 20:00:00+00,defense_rss,1
2026-03-13 20:00:00+00,milwatch,1
2026-03-13 20:00:00+00,rss,30
2026-03-13 20:00:00+00,rss_security,6
2026-03-13 20:00:00+00,telegram,2
2026-03-13 21:00:00+00,ais,12
2026-03-13 21:00:00+00,milwatch,1
2026-03-13 21:00:00+00,rss,37
2026-03-13 21:00:00+00,rss_security,6
2026-03-13 22:00:00+00,ais,12
2026-03-13 22:00:00+00,firms,10
2026-03-13 22:00:00+00,milwatch,2
2026-03-13 22:00:00+00,rss,27
2026-03-13 23:00:00+00,ais,12
2026-03-13 23:00:00+00,firms,7
2026-03-13 23:00:00+00,milwatch,3
2026-03-13 23:00:00+00,rss,28
2026-03-14 00:00:00+00,ais,17
2026-03-14 00:00:00+00,balloon,13
2026-03-14 00:00:00+00,gdelt,1
2026-03-14 00:00:00+00,milwatch,29
2026-03-14 00:00:00+00,rss,28
2026-03-14 00:00:00+00,rss_security,2
2026-03-14 01:00:00+00,ais,12
2026-03-14 01:00:00+00,balloon,4
2026-03-14 01:00:00+00,firms,3
2026-03-14 01:00:00+00,milwatch,1
2026-03-14 01:00:00+00,rss,13
2026-03-14 02:00:00+00,ais,12
2026-03-14 02:00:00+00,balloon,1
2026-03-14 02:00:00+00,energy,2
2026-03-14 02:00:00+00,gdelt,4
2026-03-14 02:00:00+00,milwatch,3
2026-03-14 02:00:00+00,rss,19
2026-03-14 03:00:00+00,ais,12
2026-03-14 03:00:00+00,gdelt,25
2026-03-14 03:00:00+00,milwatch,5
2026-03-14 03:00:00+00,rss,27
2026-03-14 04:00:00+00,ais,13
2026-03-14 04:00:00+00,milwatch,3
2026-03-14 04:00:00+00,osint_milbase,6
2026-03-14 04:00:00+00,rss,42
2026-03-14 04:00:00+00,rss_security,1
2026-03-14 05:00:00+00,ais,12
2026-03-14 05:00:00+00,milwatch,3
2026-03-14 05:00:00+00,osint_perplexity,3
2026-03-14 05:00:00+00,rss,32
2026-03-14 05:00:00+00,rss_security,1
2026-03-14 05:00:00+00,telegram,1
2026-03-14 06:00:00+00,ais,13
2026-03-14 06:00:00+00,balloon,1
2026-03-14 06:00:00+00,energy,1
2026-03-14 06:00:00+00,milwatch,3
2026-03-14 06:00:00+00,rss,51
2026-03-14 06:00:00+00,telegram,5
2026-03-14 07:00:00+00,ais,14
2026-03-14 07:00:00+00,milwatch,6
2026-03-14 07:00:00+00,rss,54
2026-03-14 07:00:00+00,rss_security,2
2026-03-14 07:00:00+00,telegram,3
2026-03-14 08:00:00+00,ais,13
2026-03-14 08:00:00+00,balloon,2
2026-03-14 08:00:00+00,milwatch,10
2026-03-14 08:00:00+00,rss,45
2026-03-14 08:00:00+00,telegram,3
2026-03-14 09:00:00+00,ais,13
2026-03-14 09:00:00+00,firms,13
2026-03-14 09:00:00+00,milwatch,7
2026-03-14 09:00:00+00,rss,60
2026-03-14 09:00:00+00,rss_security,1
2026-03-14 09:00:00+00,telegram,11
2026-03-14 09:00:00+00,telegram_channel,1
2026-03-14 10:00:00+00,ais,13
2026-03-14 10:00:00+00,energy,1
2026-03-14 10:00:00+00,firms,17
2026-03-14 10:00:00+00,gdelt,1
2026-03-14 10:00:00+00,milwatch,5
2026-03-14 10:00:00+00,rss,90
2026-03-14 10:00:00+00,rss_security,1
2026-03-14 10:00:00+00,telegram,5
2026-03-14 11:00:00+00,ais,12
2026-03-14 11:00:00+00,defense_rss,1
2026-03-14 11:00:00+00,firms,16
2026-03-14 11:00:00+00,milwatch,5
2026-03-14 11:00:00+00,osint_perplexity,1
2026-03-14 11:00:00+00,rss,92
2026-03-14 11:00:00+00,rss_security,1
2026-03-14 11:00:00+00,telegram,2
2026-03-14 11:00:00+00,youtube,3
2026-03-14 12:00:00+00,ais,12
2026-03-14 12:00:00+00,balloon,4
2026-03-14 12:00:00+00,defense_rss,1
2026-03-14 12:00:00+00,gpsjam,12
2026-03-14 12:00:00+00,milwatch,5
2026-03-14 12:00:00+00,rss,71
2026-03-14 12:00:00+00,rss_security,2
2026-03-14 12:00:00+00,telegram,11
2026-03-14 12:00:00+00,youtube,2
2026-03-14 13:00:00+00,ais,12
2026-03-14 13:00:00+00,balloon,3
2026-03-14 13:00:00+00,defense_rss,1
2026-03-14 13:00:00+00,gdelt,2
2026-03-14 13:00:00+00,milwatch,5
2026-03-14 13:00:00+00,rss,77
2026-03-14 13:00:00+00,rss_security,2
2026-03-14 13:00:00+00,telegram,2
2026-03-14 14:00:00+00,ais,12
2026-03-14 14:00:00+00,balloon,1
2026-03-14 14:00:00+00,energy,1
2026-03-14 14:00:00+00,milwatch,6
2026-03-14 14:00:00+00,rss,89
2026-03-14 14:00:00+00,telegram,6
2026-03-14 14:00:00+00,youtube,1
2026-03-14 15:00:00+00,ais,12
2026-03-14 15:00:00+00,gdelt,7
2026-03-14 15:00:00+00,milwatch,4
2026-03-14 15:00:00+00,rss,66
2026-03-14 15:00:00+00,telegram,3
2026-03-14 16:00:00+00,ais,12
2026-03-14 16:00:00+00,milwatch,3
2026-03-14 16:00:00+00,rss,64
2026-03-14 16:00:00+00,telegram,7
2026-03-14 17:00:00+00,ais,12
2026-03-14 17:00:00+00,milwatch,5
2026-03-14 17:00:00+00,rss,72
2026-03-14 17:00:00+00,rss_security,1
2026-03-14 17:00:00+00,ru_legislation,1
2026-03-14 17:00:00+00,telegram,5
2026-03-14 17:00:00+00,telegram_channel,1
2026-03-14 18:00:00+00,ais,12
2026-03-14 18:00:00+00,energy,1
2026-03-14 18:00:00+00,milwatch,7
2026-03-14 18:00:00+00,rss,81
2026-03-14 18:00:00+00,rss_security,1
2026-03-14 18:00:00+00,telegram,7
2026-03-14 19:00:00+00,ais,13
2026-03-14 19:00:00+00,milwatch,6
2026-03-14 19:00:00+00,rss,75
2026-03-14 19:00:00+00,telegram,2
2026-03-14 20:00:00+00,ais,12
2026-03-14 20:00:00+00,milwatch,3
2026-03-14 20:00:00+00,rss,38
2026-03-14 20:00:00+00,telegram,3
2026-03-14 21:00:00+00,ais,13
2026-03-14 21:00:00+00,energy,1
2026-03-14 21:00:00+00,milwatch,1
2026-03-14 21:00:00+00,rss,32
2026-03-14 22:00:00+00,ais,13
2026-03-14 22:00:00+00,rss,20
2026-03-14 23:00:00+00,ais,2590
2026-03-14 23:00:00+00,balloon,3
2026-03-14 23:00:00+00,energy,1
2026-03-14 23:00:00+00,milwatch,1
2026-03-14 23:00:00+00,rss,73
2026-03-15 00:00:00+00,ais,1293
2026-03-15 00:00:00+00,balloon,4
2026-03-15 00:00:00+00,milwatch,26
2026-03-15 00:00:00+00,rss,2
2026-03-15 01:00:00+00,balloon,1
2026-03-15 01:00:00+00,rss,2
2026-03-15 02:00:00+00,rss,2
2026-03-15 03:00:00+00,rss,3
2026-03-15 04:00:00+00,rss,4
2026-03-15 05:00:00+00,rss,8
2026-03-15 05:00:00+00,rss_security,2
2026-03-15 05:00:00+00,telegram,1
2026-03-15 06:00:00+00,rss,14
2026-03-15 06:00:00+00,rss_security,2
2026-03-15 06:00:00+00,telegram,3
2026-03-15 07:00:00+00,balloon,1
2026-03-15 07:00:00+00,rss,16
